,name,twitter,party,tweet,tweet_published
358,Raja Krishnamoorthi,congressmanraja,Democrat,Dr. Fauci said this weekend that as many as half of those infected with #COVID19 could be asymptomatic. It is more important than ever that we all follow @CDCgov guidelines and #flattenthecurve by practicing #socialdistancing.,2020-04-06
359,Raja Krishnamoorthi,congressmanraja,Democrat,"When it comes to questions of medicine, it's incomprehensible to me why anyone would turn to an economist whose career has focused on calling for trade wars with China, instead of Dr. Fauci, who's spent his career caring for patients and leading the fight against pandemics. ",2020-04-06
360,Raja Krishnamoorthi,congressmanraja,Democrat,"Watch this. I'm grateful that we have Dr. Fauci playing a central role in the effort to defeat the #COVID19 pandemic, not only because of his track record as a public health expert, but because of the breadth and depth of the perspective through which he applies his experience.",2020-04-08
361,Raja Krishnamoorthi,congressmanraja,Democrat,"Dr. Fauci has been a voice of reason and fact throughout this pandemic. The idea that anyone, much less the President of the United States, would threaten him for doing his job is inexcusable. ",2020-04-13
362,Jim Banks,RepJimBanks,Republican,"“Early on we did not get correct information [from #China], and the incorrect information was propagated right from the beginning,” Dr. Fauci said. The #CCP told us it was just like the seasonal flu. We now know that’s a lie.",2020-04-13
363,Jamie Raskin,repraskin,Democrat,"Tune into our @OversightDems hearing with Dr. Fauci of @NIH, Dr. Redfield of @CDCgov, and other top agency officials testifying on our nation’s readiness and the Administration’s response to COVID-19:",2020-03-11
364,Jacky Rosen,SenJackyRosen,Democrat,"Today I asked Dr. Fauci about the latest on research, treatment options, and possible immune response for #COVID19 patients. We must continue robust research to fully understand this virus so we can treat and prevent it. Watch:",2020-06-30
365,Jacky Rosen,SenJackyRosen,Democrat,"Today, I asked Dr. Fauci about research and development of preventive medication for #COVID19 before a vaccine is widely available. It is critical that a wide range of therapeutics and preventive options are developed for use. Watch more ",2020-05-12
366,Thomas R. Suozzi,RepTomSuozzi,Democrat,"This morning I spoke with Dr. Anthony Fauci, Director of the National Institute of Allergy and Infectious Diseases, who is chairing the US committee on the Coronavirus response. ",2020-03-12
367,Adriano Espaillat,RepEspaillat,Democrat,"Dr. Fauci is the federal government’s top infectious disease expert and is leading our nation’s response to the ongoing #COVID19pandemic. We cannot allow Trump’s ego to become a distraction to the job that lies ahead, and that job is about saving lives.",2020-04-13
368,Lloyd Smucker,RepSmucker,Republican,Dr. Fauci’s comments about vaccine production paint a hopeful picture of progress on developing a viable vaccine for COVID-19 later this year. American innovation is unparalleled. ,2020-06-03
369,Jenniffer González-Colón,repjenniffer,Republican,"Earlier today I participated in a legislative call with members of the @WhiteHouse Coronavirus Task Force, including @VP @Mike_Pence, Dr. Deborah Birx, Dr. Fauci, and Rear Admiral John Polowczyk, receiving an update on efforts to mitigate #COVID19.",2020-04-08
370,Ralph Norman,RepRalphNorman,Republican, Not feeling well? Listen to these important guidelines from Dr. Fauci. ,2020-03-18
371,Jimmy Gomez,RepJimmyGomez,Democrat,Dr Fauci has been our nation’s North Star during the #COVID19 pandemic. He’s been nothing but forthright about this #PublicHealth crisis &amp; how we can get through it. @realDonaldTrump’s attack against Dr Fauci proves #POTUS cares more about his fragile ego than our public safety.,2020-04-13
372,Jimmy Gomez,RepJimmyGomez,Democrat,#COVID19 will hurt our economy for months or even years to come. @HouseDemocrats are diligently working on legislative proposals to address the damage and support Americans though this trying time. But we CANNOT go against the advice of #PublicHealth experts like Dr. Fauci. ,2020-03-23
373,Jimmy Gomez,RepJimmyGomez,Democrat,Dr. Fauci cautions us about opening the country too quickly &amp; @realDonaldTrump thinks that’s unacceptable? Here’s what’s unacceptable: This administration’s failure in addressing our inadequate testing &amp; #PPE capacity Burying @CDCgov reports Suggesting bleach injections,2020-05-13
374,Jimmy Gomez,RepJimmyGomez,Democrat,Aides tried to get @realDonaldTrump to refer to this #PublicHealth threat by its name: #coronavirus. His @HHSGov Secretary agrees. Dr Anthony Fauci also agrees but Trump just can’t help himself. #API communities are facing a racist backlash. The way we characterize this matters.,2020-03-20
375,Doug Jones,sendougjones,Democrat,"Folks, Dr. Fauci is absolutely right. To effectively fight this virus, we have to come together and set aside politics—there's no room for that in a public health crisis. ",2020-07-09
376,Doug Jones,sendougjones,Democrat,"Tomorrow, July 7, I’ll be joined by special guest @NIAIDnews Director Dr. Anthony S. Fauci for my weekly Facebook livestream where we’ll be discussing the COVID-19 pandemic. I hope you’ll tune in! Tune in at: https://www.facebook.com/senatordougjones/?ref=bookmarks",2020-07-06
377,Doug Jones,sendougjones,Democrat,"As we prepare for a new school year, we need to make sure schools can re-open safely. I've introduced a bill to create a new federal grant program to fund safety measures in schools, and today I had a chance to talk to Drs. Fauci &amp; Redfield about how we can protect our children. ",2020-06-30
378,Doug Jones,sendougjones,Democrat,TODAY: Join me at 11:15 a.m. CT today to hear the latest from Dr. Anthony Fauci about the COVID-19 pandemic. Tune in on Facebook: https://www.facebook.com/senatordougjones/?ref=bookmarks,2020-07-07
379,Tina Smith,SenTinaSmith,Democrat,We need to focus on helping support families and businesses during this pandemic. I’m speaking w/ Dr. Fauci and other public health officials right now to discuss what it’s going to take to safely reopen Minnesota and states across the nation. Watch here: ,2020-05-12
380,Tina Smith,SenTinaSmith,Democrat,Earlier today I got to speak with Dr. Fauci during the Senate Health Committee hearing. I’ll be discussing what we talked about tonight at 7 PM ET/6 PM CT on @MSNBC with @SteveKornacki.,2020-05-12
381,Tina Smith,SenTinaSmith,Democrat,"During this time we need clarity, not chaos. At the Senate HELP committee hearing tomorrow, I intend to ask Dr. Fauci questions that the president hasn’t let him answer. Like, when can we safely reopen businesses? I talked about this with @AymanM on @MSNBC this morning.",2020-05-11
382,Tina Smith,SenTinaSmith,Democrat,We need to rely on experts like Dr. Fauci who’s dedicated his life to public health and speaking truth to power. Losing his expertise would jeopardize the health of Americans in the midst of our battle against COVID-19.,2020-04-13
383,Debbie Lesko,RepDLesko,Republican,"Spent today on the phone with White House for an update with Dr. Fauci and other administration officials to hear about developments in testing and precautionary measures to slow the spread of COVID-19, 1/3",2020-03-21
384,Mary Gay Scanlon,RepMGS,Democrat,Dr. Fauci does not work for the White House. He works for the American people. The American people deserve to hear from Dr. Fauci. ,2020-05-01
385,Ann Kirkpatrick,RepKirkpatrick,Democrat,"According to Dr. Fauci, coronavirus infections and deaths have not begun decreasing ""within the time frame that was originally estimated."" We all have a responsibility to #StayHome. Let's #FlattenTheCurve and help save lives.",2020-03-30
386,Ann Kirkpatrick,RepKirkpatrick,Democrat,This morning I had the opportunity to speak with Dr. Anthony Fauci on a call hosted by the @NewDemCoalition. I'm grateful for all his expertise and guidance on testing and virus resurgence.,2020-05-20
387,"Gilbert Ray Cisneros, Jr.",RepGilCisneros,Democrat,"This morning, I was grateful to join my @NewDemCoalition colleagues in a call with Dr. Anthony Fauci, Director of the @NIAIDNews, who shared his perspectives on coronavirus pandemic, testing, treatment, and important considerations as we look to reopen.",2020-05-20
388,Harley Rouda,RepHarley,Democrat,"I will continue my around-the-clock fight to serve Orange County families. As Dr. Fauci has said, the worst is yet to come. The American people need leadership now more than ever as we battle #COVID19. Congress cannot pass the CARES Act and cease working. (6/x)",2020-03-27
389,Harley Rouda,RepHarley,Democrat,I questioned public health experts at an @OversightDems hearing on coronavirus preparedness and response. Dr. Fauci was clear — we must act NOW to slow the spread of #COVID19. This is no longer about containment; we have to #FlattenTheCurve to protect American families.,2020-03-11
390,Michael Waltz,RepMichaelWaltz,Republican,Agree 100% with Dr. Fauci! #China's wet markets are hot spots for diseases like #coronavirus and need to be shut down immediately.,2020-04-03
391,Debbie Mucarsel-Powell,RepDMP,Democrat,"Celebrating #Passover this year looks a little different! Making matzo ball soup while on the phone with @VP, Dr. Fauci &amp; Dr. Birx talking #COVID19 recovery. During these difficult times, let‘s remember the importance of working together to overcome adversity. #ChagSameach",2020-04-08
392,Debbie Mucarsel-Powell,RepDMP,Democrat,I also addressed with Dr. Fauci health disparities we're seeing in Latino &amp; African American communities that are at higher risk for this disease. ,2020-05-20
393,Debbie Mucarsel-Powell,RepDMP,Democrat,I'm joining @HispanicCaucus soon for a call with Dr. Fauci. I plan on asking him about concerns I'm hearing from constituents on: Testing &amp; contact tracing Relaxing safety precautions Defense Production Act Supply of PPE &amp; ventilators Outreach to communities of color,2020-04-30
394,Debbie Mucarsel-Powell,RepDMP,Democrat,Just listen to Dr. Fauci.,2020-03-20
395,Debbie Mucarsel-Powell,RepDMP,Democrat,I just spoke w/ Dr. Fauci about keeping our children safe as our community starts to gradually reopen. He shared this resource guide to protect children during the crisis. We're seeing new ways this disease affects children &amp; we must be extra precautious to ensure their safety. ,2020-05-20
396,Debbie Mucarsel-Powell,RepDMP,Democrat,"Dr. Fauci reiterated that we must concentrate resources for testing, early diagnosis &amp; care to areas that have a high density of vulnerable populations. I'm working to ensure Latino &amp; African American communities that are disproportionately affected by this disease are protected",2020-05-20
397,Debbie Mucarsel-Powell,RepDMP,Democrat,"I’ve said it before and I’m saying it again: we need to listen to the experts. If Dr. Fauci says we need a national stay-at-home order, we need a national stay-at-home order. My colleagues and I called for this 10 days ago. ",2020-04-03
398,Donna E. Shalala,RepShalala,Democrat,"A few weeks ago, a dog wandered into @StradaInTheGrov an Italian restaurant near my home Miami. Long story short - I’ve adopted him! Because of where he was found &amp; the times we’re in I’ve named him...Fauci! Here he is his catching up on the latest COVID news #furryfriendfriday",2020-07-03
399,Donna E. Shalala,RepShalala,Democrat,Dr. Fauci said it best. Thank you to all the brave health care workers who are going to work every day to keep our country safe. We owe you a tremendous debt of gratitude. ,2020-04-05
400,Donna E. Shalala,RepShalala,Democrat,We need to listen to Dr. Fauci and the other scientist-physicians about when it is safe to reopen the country and resume normal life. The price for rushing to reopen the economy could be continued instability and more human lives lost. ,2020-04-14
401,Donna E. Shalala,RepShalala,Democrat,Thank you to everyone who have been clearing out animal shelters by adopting cats and dogs during this pandemic. Fauci and other rescue dogs and cats now have the forever homes they deserve. #ThankfulThursday,2020-07-09
402,Lucy McBath,replucymcbath,Democrat,"Earlier today, my @NewDemCoalition colleagues and I had a call with Dr. Fauci, who shared his insights and perspectives on the coronavirus pandemic. We are all incredibly grateful for his expertise and guidance. @NIAIDNews",2020-05-20
403,Cynthia Axne,RepCindyAxne,Democrat,"This morning, I was pleased to join my @NewDemCoalition colleagues in a call with Dr. Anthony Fauci, Director of the @NIAIDNews, who shared his expert perspective on #COVID19 – as well as important insights on testing, reopening, and possible surges in cases. #IA03",2020-05-20
404,Sean Casten,RepCasten,Democrat,"Capping off a week where new cases of #COVID19 hit record highs, Dr. Fauci testified that we could soon see 100,000 cases per day, &amp; the Trump admin continued its suit to rip care from 23 M Americans, affordable health care is a matter of life or death. Here’s an update ",2020-07-03
405,Sean Casten,RepCasten,Democrat,"Last week, Dr. Fauci testified that the coming weeks would be critical to tamping down virus spikes. As our nation soars past 2.5 million cases &amp; our 14th straight week where over 1 M Americans filed for unemployment, it’s clear that access to care is a matter of life or death.",2020-06-29
406,Sharice Davids,RepDavids,Democrat,"This morning, I had the opportunity to speak with Dr. Anthony Fauci on a call with my @NewDemCoalition colleagues. I'm grateful for his expertise and guidance on the coronavirus pandemic, especially as we look to safely reopen our economy.",2020-05-20
407,Lori Trahan,RepLoriTrahan,Democrat,"#COVID19 cases are up 80% in the last two weeks. Dr. Fauci warned yesterday that we are on track to hit 100,000 new cases a day if we don't act now. Yet, the President continues to focus his attention on preserving statues over the health of millions of living Americans.",2020-07-01
408,David J. Trone,repdavidtrone,Democrat,"I had the honor of speaking with Dr. Anthony Fauci this morning about the impacts of the COVID-19 pandemic on communities across the country. Dr. Fauci has been an unwavering leader throughout this crisis, and we couldn't be more grateful.",2020-05-20
409,Andy Levin,RepAndyLevin,Democrat,"Yesterday, Dr. Fauci warned we could start seeing as many as 100,000 new COVID-19 cases per day. Also yesterday, the @NLRB announced a plan to restart in-person union elections. This is unnecessarily dangerous, and I will be introducing a bipartisan plan to fix it shortly.",2020-07-01
410,Angie Craig,RepAngieCraig,Democrat,"Today, I had the opportunity to speak with Dr. Anthony Fauci about the state of COVID-19 in Minnesota and across the country. I am so grateful for his dedication to keeping all Americans safe and healthy as we face the COVID-19 pandemic. ",2020-05-20
411,Michael Guest,RepMichaelGuest,Republican,"The FDA is expected to quickly approve emergency use authorization for the antiviral drug remdesivir to help treat COVID-19 patients. Dr. Anthony Fauci indicated that this drug has a “clear-cut, significant positive effect in diminishing time to recover.”",2020-04-30
412,Susie Lee,RepSusieLee,Democrat,"This morning, I joined my @NewDemCoalition colleagues on a call with Dr. Anthony Fauci, who shared his insight on the #COVID19 pandemic and important considerations to make as we look to reopen. Above all else, we have to remember to listen to the experts &amp; follow the science.",2020-05-20
413,Max Rose,RepMaxRose,Democrat,"This virus isn't going anywhere, and neither is our need to drastically expand testing. As I said last week, pooled sampling is the most efficient way to do that. Encouraged to see Dr. Fauci and the Administration are seriously considering it. ",2020-06-26
414,Chrissy Houlahan,RepHoulahan,Democrat,This week's rundown: Introduced the Pandemic Responder Service Award Act Hosted student town halls with Avon Grove High School and Downingtown Middle School Joined the @NewDemCoalition in a conversation with Dr. Fauci Wishing everyone a safe and reflective #MemorialDay!,2020-05-21
415,Dusty Johnson,RepDustyJohnson,Republican,"Thank you to Dr Birx, Dr Fauci, Secretary Mnuchin, and Vice President Pence for their time this morning. Here are three of the takeaways from our call. Also, our telephone town hall this afternoon is at 3:30 CT, 2:30 MT. 1-877-229-8493, passcode 118995. ",2020-04-08
416,Mark E. Green,RepMarkGreen,Republican,"In yesterday's Oversight hearing, I asked Dr. Fauci about our Nation's record-breaking progress on developing the first stage of a #COVID19 vaccine:",2020-03-13
417,Dan Crenshaw,RepDanCrenshaw,Republican,"Dr. Fauci is an American hero, and we are blessed to have him leading us in this fight. ",2020-03-16
418,Veronica Escobar,RepEscobar,Democrat,"Today, I joined a @HispanicCaucus conversation with Dr. Anthony Fauci on the disproportionate impact of #COVID19 on minority communities. His assessment: Communities like El Paso are as vulnerable as nursing homes because of our underlying health and socio-economic conditions.",2020-04-30
419,Veronica Escobar,RepEscobar,Democrat,"Dr. Fauci’s recommendation is to significantly increase testing and contact tracing, which is at the core of containing the pandemic. In the absence of a strategy from Gov. Abbott to protect El Paso, my focus will be getting our community the resources we need to stay safe.",2020-04-30
420,Colin Z. Allred,RepColinAllred,Democrat,To reopen safely we must be guided by experts. That's why it's important Congress hear directly from Dr. Fauci and get his assessment of where we are in the fight to beat #COVID19. I was glad to join my colleagues on this call today on behalf of #TX32.,2020-05-20
421,Abigail Davis Spanberger,RepSpanberger,Democrat,"Earlier, I joined my @NewDemCoalition colleagues for a call with Dr. Fauci. I pressed him for more clarity on the long-term strategy for testing in nursing homes. As restrictions loosen in Virginia and elsewhere, we cannot slip on protecting our most at-risk #VA07 neighbors.",2020-05-20
422,Jennifer Wexton,RepWexton,Democrat,I participated in a call with my @NewDemCoalition colleagues and Dr. Anthony Fauci this morning to discuss our #COVID19 response. It's critical that we rely on the guidance of our scientists and medical experts to keep our communities safe as we begin to reopen the country.,2020-05-20
423,Kim Schrier,RepKimSchrier,Democrat,This morning I had the opportunity to speak with Dr. Anthony Fauci on a call hosted by @NewDemCoalition. I'm glad we could discuss treatments for #COVID19 and what to expect from a vaccine.,2020-05-20
424,Rick Scott,SenRickScott,Republican,"Dr. Fauci is absolutely right. People of all ages need to take serious precautions when it comes to the #Coronavirus. Everyone should avoid crowded bars, restaurants, and events. No one is immune to the virus and we need to care for ourselves and all of those around us.",2020-03-15
425,Mike Braun,SenatorBraun,Republican,Great conversation with @guypbenson on @GuyBensonShow on takeaways from the Fauci hearings and strategies for reopening the country. ,2020-05-13
426,Mike Braun,SenatorBraun,Republican,"I commend President @realDonaldTrump, @VP Pence, Dr. Deborah Birx, Dr. Anthony Fauci, &amp; all our healthcare professionals for their hard work. It’s important for Hoosiers to wash their hands, limit time in public, help their neighbors, &amp; together we will defeat #COVID2019.",2020-03-18
427,Mike Braun,SenatorBraun,Republican,"My questions on testing and getting vaccines and treatments for COVID-19 to people as quickly as possible for Dr. Fauci, FDA Commissioner Hahn, and CDC Director Redfield ",2020-05-12
428,Mitt Romney,SenatorRomney,Republican,The creation of a #COVID19 vaccine is a top priority—and the federal government has devoted serious resources to make this happen. It’s encouraging to hear Dr. Fauci say that we’re making significant progress on this front. ,2020-05-12
429,Kelly Loeffler,SenatorLoeffler,Republican,Here’s the unequivocal truth from Dr. Fauci himself. There is NO confrontational relationship with @realDonaldTrump. He and @POTUS are working together every day to guide us through this fight and save American lives.,2020-05-12
